dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp
21/02/2020,21,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
20/02/2020,20,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
19/02/2020,19,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
18/02/2020,18,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
17/02/2020,17,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
16/02/2020,16,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
15/02/2020,15,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
14/02/2020,14,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
13/02/2020,13,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
12/02/2020,12,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
11/02/2020,11,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
10/02/2020,10,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
09/02/2020,9,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
08/02/2020,8,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
07/02/2020,7,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
06/02/2020,6,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
05/02/2020,5,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
04/02/2020,4,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
03/02/2020,3,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
02/02/2020,2,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
01/02/2020,1,2,2020,0,0,Belarus,BY,BLR,9452409,Europe
31/01/2020,31,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
30/01/2020,30,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
29/01/2020,29,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
28/01/2020,28,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
27/01/2020,27,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
26/01/2020,26,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
25/01/2020,25,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
24/01/2020,24,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
23/01/2020,23,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
22/01/2020,22,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
21/01/2020,21,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
20/01/2020,20,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
19/01/2020,19,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
18/01/2020,18,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
17/01/2020,17,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
16/01/2020,16,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
15/01/2020,15,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
14/01/2020,14,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
13/01/2020,13,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
12/01/2020,12,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
11/01/2020,11,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
10/01/2020,10,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
09/01/2020,9,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
08/01/2020,8,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
07/01/2020,7,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
06/01/2020,6,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
05/01/2020,5,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
04/01/2020,4,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
03/01/2020,3,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
02/01/2020,2,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
01/01/2020,1,1,2020,0,0,Belarus,BY,BLR,9452409,Europe
31/12/2019,31,12,2019,0,0,Belarus,BY,BLR,9452409,Europe
05/07/2020,5,7,2020,71,0,Belgium,BE,BEL,11455519,Europe
04/07/2020,4,7,2020,111,6,Belgium,BE,BEL,11455519,Europe
03/07/2020,3,7,2020,129,4,Belgium,BE,BEL,11455519,Europe
02/07/2020,2,7,2020,89,7,Belgium,BE,BEL,11455519,Europe
01/07/2020,1,7,2020,82,2,Belgium,BE,BEL,11455519,Europe
30/06/2020,30,6,2020,66,0,Belgium,BE,BEL,11455519,Europe
29/06/2020,29,6,2020,152,2,Belgium,BE,BEL,11455519,Europe
28/06/2020,28,6,2020,103,5,Belgium,BE,BEL,11455519,Europe
27/06/2020,27,6,2020,0,6,Belgium,BE,BEL,11455519,Europe
26/06/2020,26,6,2020,93,2,Belgium,BE,BEL,11455519,Europe
25/06/2020,25,6,2020,13,5,Belgium,BE,BEL,11455519,Europe
24/06/2020,24,6,2020,90,3,Belgium,BE,BEL,11455519,Europe
23/06/2020,23,6,2020,112,4,Belgium,BE,BEL,11455519,Europe
22/06/2020,22,6,2020,17,12,Belgium,BE,BEL,11455519,Europe
21/06/2020,21,6,2020,49,9,Belgium,BE,BEL,11455519,Europe
20/06/2020,20,6,2020,117,3,Belgium,BE,BEL,11455519,Europe
19/06/2020,19,6,2020,106,4,Belgium,BE,BEL,11455519,Europe
18/06/2020,18,6,2020,122,5,Belgium,BE,BEL,11455519,Europe
17/06/2020,17,6,2020,97,7,Belgium,BE,BEL,11455519,Europe
16/06/2020,16,6,2020,148,7,Belgium,BE,BEL,11455519,Europe
15/06/2020,15,6,2020,22,8,Belgium,BE,BEL,11455519,Europe
14/06/2020,14,6,2020,47,3,Belgium,BE,BEL,11455519,Europe
13/06/2020,13,6,2020,88,5,Belgium,BE,BEL,11455519,Europe
12/06/2020,12,6,2020,94,10,Belgium,BE,BEL,11455519,Europe
11/06/2020,11,6,2020,116,7,Belgium,BE,BEL,11455519,Europe
10/06/2020,10,6,2020,144,12,Belgium,BE,BEL,11455519,Europe
09/06/2020,9,6,2020,150,12,Belgium,BE,BEL,11455519,Europe
08/06/2020,8,6,2020,53,9,Belgium,BE,BEL,11455519,Europe
07/06/2020,7,6,2020,69,11,Belgium,BE,BEL,11455519,Europe
06/06/2020,6,6,2020,155,11,Belgium,BE,BEL,11455519,Europe
05/06/2020,5,6,2020,168,12,Belgium,BE,BEL,11455519,Europe
04/06/2020,4,6,2020,160,14,Belgium,BE,BEL,11455519,Europe
03/06/2020,3,6,2020,178,20,Belgium,BE,BEL,11455519,Europe
02/06/2020,2,6,2020,58,20,Belgium,BE,BEL,11455519,Europe
01/06/2020,1,6,2020,48,22,Belgium,BE,BEL,11455519,Europe
31/05/2020,31,5,2020,60,19,Belgium,BE,BEL,11455519,Europe
30/05/2020,30,5,2020,159,24,Belgium,BE,BEL,11455519,Europe
29/05/2020,29,5,2020,159,13,Belgium,BE,BEL,11455519,Europe
28/05/2020,28,5,2020,181,22,Belgium,BE,BEL,11455519,Europe
27/05/2020,27,5,2020,198,24,Belgium,BE,BEL,11455519,Europe
26/05/2020,26,5,2020,304,40,Belgium,BE,BEL,11455519,Europe
25/05/2020,25,5,2020,75,24,Belgium,BE,BEL,11455519,Europe
24/05/2020,24,5,2020,122,35,Belgium,BE,BEL,11455519,Europe
23/05/2020,23,5,2020,246,24,Belgium,BE,BEL,11455519,Europe
22/05/2020,22,5,2020,71,37,Belgium,BE,BEL,11455519,Europe
21/05/2020,21,5,2020,381,29,Belgium,BE,BEL,11455519,Europe
20/05/2020,20,5,2020,284,32,Belgium,BE,BEL,11455519,Europe
19/05/2020,19,5,2020,307,30,Belgium,BE,BEL,11455519,Europe
18/05/2020,18,5,2020,81,35,Belgium,BE,BEL,11455519,Europe
17/05/2020,17,5,2020,146,35,Belgium,BE,BEL,11455519,Europe
16/05/2020,16,5,2020,340,28,Belgium,BE,BEL,11455519,Europe
15/05/2020,15,5,2020,294,37,Belgium,BE,BEL,11455519,Europe
14/05/2020,14,5,2020,318,46,Belgium,BE,BEL,11455519,Europe
13/05/2020,13,5,2020,395,54,Belgium,BE,BEL,11455519,Europe
12/05/2020,12,5,2020,462,48,Belgium,BE,BEL,11455519,Europe
11/05/2020,11,5,2020,118,62,Belgium,BE,BEL,11455519,Europe
10/05/2020,10,5,2020,240,73,Belgium,BE,BEL,11455519,Europe
09/05/2020,9,5,2020,479,68,Belgium,BE,BEL,11455519,Europe
08/05/2020,8,5,2020,426,70,Belgium,BE,BEL,11455519,Europe
07/05/2020,7,5,2020,551,78,Belgium,BE,BEL,11455519,Europe
06/05/2020,6,5,2020,536,75,Belgium,BE,BEL,11455519,Europe
05/05/2020,5,5,2020,669,82,Belgium,BE,BEL,11455519,Europe
04/05/2020,4,5,2020,141,98,Belgium,BE,BEL,11455519,Europe
03/05/2020,3,5,2020,284,96,Belgium,BE,BEL,11455519,Europe
02/05/2020,2,5,2020,237,73,Belgium,BE,BEL,11455519,Europe
01/05/2020,1,5,2020,587,98,Belgium,BE,BEL,11455519,Europe
30/04/2020,30,4,2020,514,84,Belgium,BE,BEL,11455519,Europe
29/04/2020,29,4,2020,568,98,Belgium,BE,BEL,11455519,Europe
28/04/2020,28,4,2020,748,115,Belgium,BE,BEL,11455519,Europe
27/04/2020,27,4,2020,205,127,Belgium,BE,BEL,11455519,Europe
26/04/2020,26,4,2020,387,176,Belgium,BE,BEL,11455519,Europe
25/04/2020,25,4,2020,803,155,Belgium,BE,BEL,11455519,Europe
24/04/2020,24,4,2020,968,147,Belgium,BE,BEL,11455519,Europe
23/04/2020,23,4,2020,775,175,Belgium,BE,BEL,11455519,Europe
22/04/2020,22,4,2020,1263,192,Belgium,BE,BEL,11455519,Europe
21/04/2020,21,4,2020,1272,202,Belgium,BE,BEL,11455519,Europe
20/04/2020,20,4,2020,443,199,Belgium,BE,BEL,11455519,Europe
19/04/2020,19,4,2020,717,212,Belgium,BE,BEL,11455519,Europe
18/04/2020,18,4,2020,1382,209,Belgium,BE,BEL,11455519,Europe
17/04/2020,17,4,2020,1664,204,Belgium,BE,BEL,11455519,Europe
16/04/2020,16,4,2020,1620,252,Belgium,BE,BEL,11455519,Europe
15/04/2020,15,4,2020,1562,275,Belgium,BE,BEL,11455519,Europe
14/04/2020,14,4,2020,532,275,Belgium,BE,BEL,11455519,Europe
13/04/2020,13,4,2020,517,280,Belgium,BE,BEL,11455519,Europe
12/04/2020,12,4,2020,1023,343,Belgium,BE,BEL,11455519,Europe
11/04/2020,11,4,2020,2319,288,Belgium,BE,BEL,11455519,Europe
10/04/2020,10,4,2020,2224,318,Belgium,BE,BEL,11455519,Europe
09/04/2020,9,4,2020,1587,271,Belgium,BE,BEL,11455519,Europe
08/04/2020,8,4,2020,1500,317,Belgium,BE,BEL,11455519,Europe
07/04/2020,7,4,2020,1922,303,Belgium,BE,BEL,11455519,Europe
06/04/2020,6,4,2020,665,273,Belgium,BE,BEL,11455519,Europe
05/04/2020,5,4,2020,925,233,Belgium,BE,BEL,11455519,Europe
04/04/2020,4,4,2020,1691,273,Belgium,BE,BEL,11455519,Europe
03/04/2020,3,4,2020,1460,231,Belgium,BE,BEL,11455519,Europe
02/04/2020,2,4,2020,1503,210,Belgium,BE,BEL,11455519,Europe
01/04/2020,1,4,2020,1681,249,Belgium,BE,BEL,11455519,Europe
31/03/2020,31,3,2020,1738,187,Belgium,BE,BEL,11455519,Europe
30/03/2020,30,3,2020,683,170,Belgium,BE,BEL,11455519,Europe
29/03/2020,29,3,2020,844,139,Belgium,BE,BEL,11455519,Europe
28/03/2020,28,3,2020,1519,134,Belgium,BE,BEL,11455519,Europe
27/03/2020,27,3,2020,1363,124,Belgium,BE,BEL,11455519,Europe
26/03/2020,26,3,2020,1199,101,Belgium,BE,BEL,11455519,Europe
25/03/2020,25,3,2020,1195,97,Belgium,BE,BEL,11455519,Europe
24/03/2020,24,3,2020,1329,74,Belgium,BE,BEL,11455519,Europe
23/03/2020,23,3,2020,486,77,Belgium,BE,BEL,11455519,Europe
22/03/2020,22,3,2020,470,42,Belgium,BE,BEL,11455519,Europe
21/03/2020,21,3,2020,663,39,Belgium,BE,BEL,11455519,Europe
20/03/2020,20,3,2020,713,31,Belgium,BE,BEL,11455519,Europe
19/03/2020,19,3,2020,534,28,Belgium,BE,BEL,11455519,Europe
18/03/2020,18,3,2020,422,22,Belgium,BE,BEL,11455519,Europe
17/03/2020,17,3,2020,387,12,Belgium,BE,BEL,11455519,Europe
16/03/2020,16,3,2020,214,11,Belgium,BE,BEL,11455519,Europe
15/03/2020,15,3,2020,179,6,Belgium,BE,BEL,11455519,Europe
14/03/2020,14,3,2020,338,5,Belgium,BE,BEL,11455519,Europe
13/03/2020,13,3,2020,250,3,Belgium,BE,BEL,11455519,Europe
12/03/2020,12,3,2020,174,1,Belgium,BE,BEL,11455519,Europe
11/03/2020,11,3,2020,99,3,Belgium,BE,BEL,11455519,Europe
10/03/2020,10,3,2020,94,1,Belgium,BE,BEL,11455519,Europe
09/03/2020,9,3,2020,64,0,Belgium,BE,BEL,11455519,Europe
08/03/2020,8,3,2020,27,0,Belgium,BE,BEL,11455519,Europe
07/03/2020,7,3,2020,111,0,Belgium,BE,BEL,11455519,Europe
06/03/2020,6,3,2020,81,0,Belgium,BE,BEL,11455519,Europe
05/03/2020,5,3,2020,55,0,Belgium,BE,BEL,11455519,Europe
04/03/2020,4,3,2020,36,0,Belgium,BE,BEL,11455519,Europe
03/03/2020,3,3,2020,17,0,Belgium,BE,BEL,11455519,Europe
02/03/2020,2,3,2020,16,0,Belgium,BE,BEL,11455519,Europe
01/03/2020,1,3,2020,0,0,Belgium,BE,BEL,11455519,Europe
29/02/2020,29,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
28/02/2020,28,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
27/02/2020,27,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
26/02/2020,26,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
25/02/2020,25,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
24/02/2020,24,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
23/02/2020,23,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
22/02/2020,22,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
21/02/2020,21,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
20/02/2020,20,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
19/02/2020,19,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
18/02/2020,18,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
17/02/2020,17,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
16/02/2020,16,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
15/02/2020,15,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
14/02/2020,14,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
13/02/2020,13,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
12/02/2020,12,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
11/02/2020,11,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
10/02/2020,10,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
09/02/2020,9,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
08/02/2020,8,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
07/02/2020,7,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
06/02/2020,6,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
05/02/2020,5,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
04/02/2020,4,2,2020,1,0,Belgium,BE,BEL,11455519,Europe
03/02/2020,3,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
02/02/2020,2,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
01/02/2020,1,2,2020,0,0,Belgium,BE,BEL,11455519,Europe
31/01/2020,31,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
30/01/2020,30,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
29/01/2020,29,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
28/01/2020,28,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
27/01/2020,27,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
26/01/2020,26,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
25/01/2020,25,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
24/01/2020,24,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
23/01/2020,23,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
22/01/2020,22,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
21/01/2020,21,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
20/01/2020,20,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
19/01/2020,19,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
18/01/2020,18,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
17/01/2020,17,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
16/01/2020,16,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
15/01/2020,15,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
14/01/2020,14,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
13/01/2020,13,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
12/01/2020,12,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
11/01/2020,11,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
10/01/2020,10,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
09/01/2020,9,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
08/01/2020,8,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
07/01/2020,7,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
06/01/2020,6,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
05/01/2020,5,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
04/01/2020,4,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
03/01/2020,3,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
02/01/2020,2,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
01/01/2020,1,1,2020,0,0,Belgium,BE,BEL,11455519,Europe
31/12/2019,31,12,2019,0,0,Belgium,BE,BEL,11455519,Europe
05/07/2020,5,7,2020,0,0,Belize,BZ,BLZ,390351,America
04/07/2020,4,7,2020,2,0,Belize,BZ,BLZ,390351,America
03/07/2020,3,7,2020,0,0,Belize,BZ,BLZ,390351,America
02/07/2020,2,7,2020,0,0,Belize,BZ,BLZ,390351,America
01/07/2020,1,7,2020,4,0,Belize,BZ,BLZ,390351,America
30/06/2020,30,6,2020,0,0,Belize,BZ,BLZ,390351,America
29/06/2020,29,6,2020,0,0,Belize,BZ,BLZ,390351,America
28/06/2020,28,6,2020,0,0,Belize,BZ,BLZ,390351,America
27/06/2020,27,6,2020,1,0,Belize,BZ,BLZ,390351,America
26/06/2020,26,6,2020,0,0,Belize,BZ,BLZ,390351,America
25/06/2020,25,6,2020,0,0,Belize,BZ,BLZ,390351,America
24/06/2020,24,6,2020,0,0,Belize,BZ,BLZ,390351,America
23/06/2020,23,6,2020,1,0,Belize,BZ,BLZ,390351,America
22/06/2020,22,6,2020,0,0,Belize,BZ,BLZ,390351,America
21/06/2020,21,6,2020,0,0,Belize,BZ,BLZ,390351,America
20/06/2020,20,6,2020,0,0,Belize,BZ,BLZ,390351,America
19/06/2020,19,6,2020,0,0,Belize,BZ,BLZ,390351,America
18/06/2020,18,6,2020,1,0,Belize,BZ,BLZ,390351,America
17/06/2020,17,6,2020,0,0,Belize,BZ,BLZ,390351,America
16/06/2020,16,6,2020,0,0,Belize,BZ,BLZ,390351,America
15/06/2020,15,6,2020,1,0,Belize,BZ,BLZ,390351,America
14/06/2020,14,6,2020,0,0,Belize,BZ,BLZ,390351,America
13/06/2020,13,6,2020,0,0,Belize,BZ,BLZ,390351,America
12/06/2020,12,6,2020,0,0,Belize,BZ,BLZ,390351,America
11/06/2020,11,6,2020,0,0,Belize,BZ,BLZ,390351,America
10/06/2020,10,6,2020,1,0,Belize,BZ,BLZ,390351,America
09/06/2020,9,6,2020,1,0,Belize,BZ,BLZ,390351,America
08/06/2020,8,6,2020,0,0,Belize,BZ,BLZ,390351,America
07/06/2020,7,6,2020,0,0,Belize,BZ,BLZ,390351,America
06/06/2020,6,6,2020,0,0,Belize,BZ,BLZ,390351,America
05/06/2020,5,6,2020,0,0,Belize,BZ,BLZ,390351,America
04/06/2020,4,6,2020,0,0,Belize,BZ,BLZ,390351,America
03/06/2020,3,6,2020,0,0,Belize,BZ,BLZ,390351,America
02/06/2020,2,6,2020,0,0,Belize,BZ,BLZ,390351,America
01/06/2020,1,6,2020,0,0,Belize,BZ,BLZ,390351,America
31/05/2020,31,5,2020,0,0,Belize,BZ,BLZ,390351,America
30/05/2020,30,5,2020,0,0,Belize,BZ,BLZ,390351,America
29/05/2020,29,5,2020,0,0,Belize,BZ,BLZ,390351,America
28/05/2020,28,5,2020,0,0,Belize,BZ,BLZ,390351,America
27/05/2020,27,5,2020,0,0,Belize,BZ,BLZ,390351,America
26/05/2020,26,5,2020,0,0,Belize,BZ,BLZ,390351,America
25/05/2020,25,5,2020,0,0,Belize,BZ,BLZ,390351,America
24/05/2020,24,5,2020,0,0,Belize,BZ,BLZ,390351,America
23/05/2020,23,5,2020,0,0,Belize,BZ,BLZ,390351,America
22/05/2020,22,5,2020,0,0,Belize,BZ,BLZ,390351,America
21/05/2020,21,5,2020,0,0,Belize,BZ,BLZ,390351,America
20/05/2020,20,5,2020,0,0,Belize,BZ,BLZ,390351,America
19/05/2020,19,5,2020,0,0,Belize,BZ,BLZ,390351,America
18/05/2020,18,5,2020,0,0,Belize,BZ,BLZ,390351,America
17/05/2020,17,5,2020,0,0,Belize,BZ,BLZ,390351,America
16/05/2020,16,5,2020,0,0,Belize,BZ,BLZ,390351,America
15/05/2020,15,5,2020,0,0,Belize,BZ,BLZ,390351,America
14/05/2020,14,5,2020,0,0,Belize,BZ,BLZ,390351,America
13/05/2020,13,5,2020,0,0,Belize,BZ,BLZ,390351,America
12/05/2020,12,5,2020,0,0,Belize,BZ,BLZ,390351,America
11/05/2020,11,5,2020,0,0,Belize,BZ,BLZ,390351,America
10/05/2020,10,5,2020,0,0,Belize,BZ,BLZ,390351,America
09/05/2020,9,5,2020,0,0,Belize,BZ,BLZ,390351,America
08/05/2020,8,5,2020,0,0,Belize,BZ,BLZ,390351,America
07/05/2020,7,5,2020,0,0,Belize,BZ,BLZ,390351,America
06/05/2020,6,5,2020,0,0,Belize,BZ,BLZ,390351,America
05/05/2020,5,5,2020,0,0,Belize,BZ,BLZ,390351,America
04/05/2020,4,5,2020,0,0,Belize,BZ,BLZ,390351,America
03/05/2020,3,5,2020,0,0,Belize,BZ,BLZ,390351,America
02/05/2020,2,5,2020,0,0,Belize,BZ,BLZ,390351,America
01/05/2020,1,5,2020,0,0,Belize,BZ,BLZ,390351,America
30/04/2020,30,4,2020,0,0,Belize,BZ,BLZ,390351,America
29/04/2020,29,4,2020,0,0,Belize,BZ,BLZ,390351,America
28/04/2020,28,4,2020,0,0,Belize,BZ,BLZ,390351,America
27/04/2020,27,4,2020,0,0,Belize,BZ,BLZ,390351,America
26/04/2020,26,4,2020,0,0,Belize,BZ,BLZ,390351,America
25/04/2020,25,4,2020,0,0,Belize,BZ,BLZ,390351,America
24/04/2020,24,4,2020,0,0,Belize,BZ,BLZ,390351,America
23/04/2020,23,4,2020,0,0,Belize,BZ,BLZ,390351,America
22/04/2020,22,4,2020,0,0,Belize,BZ,BLZ,390351,America
21/04/2020,21,4,2020,0,0,Belize,BZ,BLZ,390351,America
20/04/2020,20,4,2020,0,0,Belize,BZ,BLZ,390351,America
19/04/2020,19,4,2020,0,0,Belize,BZ,BLZ,390351,America
18/04/2020,18,4,2020,0,0,Belize,BZ,BLZ,390351,America
17/04/2020,17,4,2020,0,0,Belize,BZ,BLZ,390351,America
16/04/2020,16,4,2020,0,0,Belize,BZ,BLZ,390351,America
15/04/2020,15,4,2020,0,0,Belize,BZ,BLZ,390351,America
14/04/2020,14,4,2020,4,0,Belize,BZ,BLZ,390351,America
13/04/2020,13,4,2020,1,0,Belize,BZ,BLZ,390351,America
12/04/2020,12,4,2020,3,0,Belize,BZ,BLZ,390351,America
11/04/2020,11,4,2020,1,1,Belize,BZ,BLZ,390351,America
10/04/2020,10,4,2020,1,0,Belize,BZ,BLZ,390351,America
09/04/2020,9,4,2020,1,0,Belize,BZ,BLZ,390351,America
08/04/2020,8,4,2020,0,0,Belize,BZ,BLZ,390351,America
07/04/2020,7,4,2020,2,0,Belize,BZ,BLZ,390351,America
06/04/2020,6,4,2020,1,1,Belize,BZ,BLZ,390351,America
05/04/2020,5,4,2020,0,0,Belize,BZ,BLZ,390351,America
04/04/2020,4,4,2020,1,0,Belize,BZ,BLZ,390351,America
03/04/2020,3,4,2020,0,0,Belize,BZ,BLZ,390351,America
02/04/2020,2,4,2020,0,0,Belize,BZ,BLZ,390351,America
01/04/2020,1,4,2020,0,0,Belize,BZ,BLZ,390351,America
31/03/2020,31,3,2020,1,0,Belize,BZ,BLZ,390351,America
30/03/2020,30,3,2020,0,0,Belize,BZ,BLZ,390351,America
29/03/2020,29,3,2020,0,0,Belize,BZ,BLZ,390351,America
28/03/2020,28,3,2020,0,0,Belize,BZ,BLZ,390351,America
27/03/2020,27,3,2020,0,0,Belize,BZ,BLZ,390351,America
26/03/2020,26,3,2020,1,0,Belize,BZ,BLZ,390351,America
25/03/2020,25,3,2020,0,0,Belize,BZ,BLZ,390351,America
24/03/2020,24,3,2020,1,0,Belize,BZ,BLZ,390351,America
05/07/2020,5,7,2020,0,0,Benin,BJ,BEN,11801151,Africa
04/07/2020,4,7,2020,0,0,Benin,BJ,BEN,11801151,Africa
03/07/2020,3,7,2020,0,0,Benin,BJ,BEN,11801151,Africa
02/07/2020,2,7,2020,0,0,Benin,BJ,BEN,11801151,Africa
01/07/2020,1,7,2020,12,2,Benin,BJ,BEN,11801151,Africa
30/06/2020,30,6,2020,38,3,Benin,BJ,BEN,11801151,Africa
29/06/2020,29,6,2020,25,2,Benin,BJ,BEN,11801151,Africa
28/06/2020,28,6,2020,71,0,Benin,BJ,BEN,11801151,Africa
27/06/2020,27,6,2020,36,0,Benin,BJ,BEN,11801151,Africa
26/06/2020,26,6,2020,115,1,Benin,BJ,BEN,11801151,Africa
25/06/2020,25,6,2020,52,0,Benin,BJ,BEN,11801151,Africa
24/06/2020,24,6,2020,43,0,Benin,BJ,BEN,11801151,Africa
23/06/2020,23,6,2020,42,0,Benin,BJ,BEN,11801151,Africa
22/06/2020,22,6,2020,115,2,Benin,BJ,BEN,11801151,Africa
21/06/2020,21,6,2020,0,0,Benin,BJ,BEN,11801151,Africa
20/06/2020,20,6,2020,53,0,Benin,BJ,BEN,11801151,Africa
19/06/2020,19,6,2020,25,2,Benin,BJ,BEN,11801151,Africa
18/06/2020,18,6,2020,40,0,Benin,BJ,BEN,11801151,Africa
17/06/2020,17,6,2020,49,0,Benin,BJ,BEN,11801151,Africa
16/06/2020,16,6,2020,13,2,Benin,BJ,BEN,11801151,Africa
15/06/2020,15,6,2020,58,1,Benin,BJ,BEN,11801151,Africa
14/06/2020,14,6,2020,24,1,Benin,BJ,BEN,11801151,Africa
13/06/2020,13,6,2020,83,1,Benin,BJ,BEN,11801151,Africa
12/06/2020,12,6,2020,0,0,Benin,BJ,BEN,11801151,Africa
11/06/2020,11,6,2020,0,0,Benin,BJ,BEN,11801151,Africa
10/06/2020,10,6,2020,0,0,Benin,BJ,BEN,11801151,Africa
